204,王书哲 我爱你 虽然我们不能在一起[多多大笑][多多大笑]
205,老吴我想你。
206,原谅我不够好 往后余生你会幸福的 祝福你！
207,后来再次见了她，并且像拥抱海风一样拥抱了她，说实话，心中还是会有波澜，还是喜欢，也期待下次再见，但世间人情大概还是如此，爱而不得才最难以忍受
208,有些人错过就不会回来
209,听懂已不再少年
210,想念就要说，别给自己就遗憾
211,他好像瘦了，头发也剪短了，看着你手机里的女朋友让我觉得我们距离越来越远。喝多了你牵我的手让我感到好像初中放学时你拿着饮料等我下课然后牵着我走。
212,很快我就要开始长达三年的异地恋了，现在在床上哭成泪人儿
213,即使在这10w+的评论里，我也一样不敢打出你的名字，
214,后来…那个姑娘叫殷晓燕。。。
215,一定要一辈子
216,相爱人最怕有情无缘 长相思却不能长相依恋
217,是的
218,有故事😷
219,过去就让他过去，好好生活吧，好姑娘
220,我听懂后来的时候，你已经不在
221,如果有一天 你开始厌弃我了 可不可以 请你等到愚人节再说啊  至少那样...我还能说什么欺骗下自己
222,后来的我也总会想起你，总不知道你过的好不好 总想对你说句好久不见 我很想你。
223,离别亦听得到你讲再见，，，
224,伤心不听陈奕迅，分手不听刘若英
225,人生有很多东西 都是爱而不得的
226,你说过我到20岁没结婚就娶我，过年我20虚岁了，可是你的这些话也石沉大海了，希望你和现在的女朋友可以共白头，年少时的话就当做你开了一个玩笑吧。如果有如果，希望我20周岁的时候再和你像当年我们的初恋一样能一直走下去。
227,如果再有机会我一定告诉你我好想好
228,你好吗
229,别宽欢喜，生日快乐～拉萨太冷，还是回来吧。
230,鸡蛋石头在一起 磕磕碰碰伤痕累累 鸡蛋终于受不离开石头 后来遇到棉花 棉花的拥抱是那么的温暖 鸡蛋才明白:不是努力坚持和忍耐就能换来温暖 是要选择对的适合的 就会很轻松很幸运再优秀 也得碰上识货的人 再付出 也得遇上感恩的人 再真诚 也得赶上有心的人 再谦让 也得面对珍惜的人
231,管文博 我真的好喜欢你 好喜欢好喜欢  你走了  也到走了我去喜欢别人的能力
232,2018.12.15，感谢上天，让我遇到你，灿灿，我永远都爱你。
233,喜欢她，永远没有勇气告诉她
234,可能真的是我对你的好把你推走了吧。
235,我怕我做的不好，让你觉得爱情也不过如此。
236,我们要相信别人在动情时所说的话都是真的 承诺是真的 一腔热血也是真的至于后来谁辜负了谁 谁离开了谁 都是后来的事情谁又能提前预知呢不能因为结局不完美 就否定了所有开始毕竟人生中有太多美好的事情是没有后来的
237,喜欢他打篮球的样子
238,"这两天听这首歌哭了几次
以前是我的不好让你伤心
现在挽留也已经来不及
但是我还想对你说
李兴月我爱你"
239,因为想要的是你啊
240,你。。。硬是把我要流出来的眼泪给憋回去了
241,可能是吧，我喜欢她第六年了，我给她语音唱过歌，时刻担心她的冷暖，在自己刚辍学的时候，身上还有10块钱，在犹豫要不要买盒烟的时候，她说她想见我，我毫不犹豫的借了300块钱，给她买了她喜欢的零食，很多很多，她一直说很感动，但感动不是心动，保护公主的是骑士，和公主结婚的确实王子！
242,每听一次都会流泪的歌
243,后来我去看了你喜欢的书，后来我去听了你喜欢听的歌，后来我去看了你喜欢的电影，可我和你没有了后来，十七岁喜欢的人，会是七十岁的最爱。
244,如果大年30你发这条消息给我 我就分享这首歌给你[心碎]
245,后来，一直在偷偷的看你的照片
246,那时候的爱情 为什么就能那样简单
247,不了，还是去听听战歌压压惊  快哭了
248,十八岁的我遇见他了 却不甘心放下 却放不下
249,后来，我终于学会了如何去爱
250,把你留在心底。
251,分开第324天，晚安。
252,后来，不知道该说些什么，也就一句，好久不见，是啊，好久不见。
253,好心酸
254,"很久很久以前你跟我说你最喜欢最喜欢的那个女孩是我
要一直一直在一起的女孩是我
后来你身边的人却不是我"
255,"讲个笑话       我父亲中风住院我坐了二十三个小时的火车去看
她说感冒了       我坐了五个小时飞机就到了她身边
我对不起他们      你对不起我"
256,睡不着就来看看你们的故事
257,你就是太爱我了，宝贝🙂
258,“有些人一旦错过就不再”，一直听成“一旦做过就不再”。还以为有什么奥义。
259,有些人一旦错过就不再
260,若雪，我好想你呀
261,喂，以后遇到那些对你超级好的男生，你一定要好好珍惜，因为你不知道这个男孩是哪个女孩用眼泪和委屈换来的💔
262,初一开始听的歌❤
263,左贰一，我永远忘不了你的两个小酒窝。
264,想谈恋爱，和谁呢💔
265,哈哈
266,后来 我才知道是新鲜感让我把她弄丢了[心碎]
267,前人栽树后人乘凉.
268,羡慕经历过青春期美好的大家……我连一个后来可以回忆的人都没有，心里留下的全是自卑和痛楚
269,大学只觉得这首歌好听，现在，好像每个歌词都能唱到心口[女孩]
270,我没哭，怎么眼泪掉下来了？可能是眼酸了而已。
271,李琦真的再见了 两年吵吵闹闹分分合合任何事都可以克服 可是你爱上别人我真的无能无力
272,歌是催泪弹
273,20170310-20181025。我们终于还是分开了…[心碎]
274,这就要看他喜不喜欢你了
275,"我和他在一起168天，我俩说好一起过圣诞节，情人节终有眷属，我俩也是，说好买情侣口罩，说好看我穿婚纱，说好了好多，后来我俩因为一段时间太能吵架，本可以相互包容理解，多点耐心去沟通，继续好好爱对方，
后来啊，他放弃我了，即使我变好了很多，我懂得了怎么去爱💔️"
276,24了，现在没有一点想拥有爱情，我觉得我这辈子以后的结婚生子都只是为了完成父母的心愿，再也没有一个人让自己牵肠挂肚了。你说过，有些人只能做朋友……
277,我想你了，李曼伊
278,当初想要的感情  就是两个人简简单单的就好 时不时会有小吵小闹 或者闹过了去低头认错就好了 其实这就是一份简单的感情 只是人们把感情想的太复杂才会导致感情变质.💔
279,我也曾经以为我们会一直一直在一起，但是后来啊，后来就没有了后来
280,他是唯一一个 觉得他第一谈恋爱 怕做的不好 让我觉得爱情只是这样的人
281,也许不是不爱
282,你们最后没有回来么，
283,"曾经，我真的想过要嫁给你。
幻想了未来各种场景，却没想过不再联系这一种。"
284,"爱着的时候从没有喝醉过，后来喝醉了才知道曾经那么离不开她---诺儿！
我只知道：远嫁的姑娘都很寂寞和凄冷，况且还是东北，那里更加增加一点心寒的感觉……"
285,听着听着失去那个男孩
286,终于明白为什么听到同学结婚的消息，心里都会慌一下了!就像考试似的，本来是各人写各人的卷子，但一旦有人开始交卷的时候，难免心里会紧张一下。交卷的人越多越着急，最后自己也就草草交卷了!
287,记得你个米八的个子，为了让我不再生气给我下跪。真的是我不好弄丢了你。对不起愿你我余生安好。下辈子如果遇见你我一定会很乖。
288,傅佩
289,你说考上了大学带我回家，可是我们怎么就走散了，对不起都是我不好一直在犯错。一年了，有人取代了你在我身边的位置，可是我的愧疚让我没能彻底忘记你，每次听见你的歌，知道关于你的情况我都会哭得抽泣。对不起我错了，我真的知道错了
290,悲伤的节奏让我想起我曾当过搓澡工，有一次给客人搓澡，客人突然猝死，我吓哭，后来终于在眼泪中明白，有些人一旦搓过就不在。
291,你吃过口香糖吗？不甜了就吐了！像极了爱情
292,2019.2.1，我们互删了好友，我只想说，我喜欢你，很喜欢很喜欢！但没有资格去喜欢你.....
293,我把别人的微信都静音了除了你，刚才突然微信响了我立马点开一看，原来是微信运动提醒我，后来你的朋友圈已是一条线。
294,张智杰，我一直都在想你啊，如果你看到这条评论也想想我好不好。都说日子还很长，可我的心空了。
295,"后来―我等你
后来，我还在等你❤"
296,"书没读好
最好的朋友没能留住
喜欢的人也没在一起"
297,我就是觉得你真的是最好的男孩，只是少了一个给你提醒错误的女孩。我不在，希望后来的她能够让你变得优秀。
298,我们错过了  但是没关系  至少我不会忘记你
299,当时我120斤现在90斤还在听这首歌为什么火不火呢 emm
300,也许吧[大笑]
301,liao   ling  ai
302,总是失去才学会珍惜
303,哪来的什么后来，
304,再也不会担心和你断了联系
305,你那么年轻，未来还会遇到许多人，可不能抓着回忆不放，要明白啊，现在失去的是为了让你遇到更好的呢，还有啊那些人也值得你等待。
306,一百次感动也比不上一次心动  这是真的吗？
307,还是敌不过时间和距离
308,"你也不是什么好东西
可我还是很后悔和你错过"
309,我们分手了，我也开始戒酒了。等到我忘了你彻底放下你的那一天，我再端起酒杯，敬往事一杯酒，再爱也不回头。我怕我喝醉了会忍不住打扰你[心碎]
310,和声：梁静茹
311,有原版啊   [强]愿你们听不懂听不懂
312,不会
313,她是我放在心底绝口不提的宝物啊，是我没能成为她喜欢的样子
314,小时候听不懂 只觉得旋律很好听 现在一边看评论一边哭的稀里哗啦 人年纪大了容易听首歌就流泪 [流泪] 过去了的 其实也从未真正过去 每个人都有 一辈子的遗憾 但是没关系 很多年之后那些让你哭的事情 你都会笑着说出来 正是这些大大小小的遗憾 牵挂 才组成了我们的美丽人生
315,十七岁值得又不值得[可爱]
316,我会祝福他生活，但不会祝福他爱情，因为这是我用青春养的男人，是我用眼泪和争吵教出来的男人
317,你可真难忘
318,虽然我不知道以后会怎样，但现在甜蜜和暖都是真的，因为你是特别的🎈
319,奶茶。你教教我怎么才能做到？？
320,在这191692条评论里找到你，希望我们能走到最后。
321,也许我们就这样了，王先生，彼此不联系，任回忆一点点消逝，可我真的好想你，时间和新欢都忘不掉的你。
322,他笑得真好看[心碎]
323,后来的那个男孩，请你好好待她，她可是我梦里相见而不能见的人，曾经我可舍不得她受半点委屈。
324,"原来她唱的是自己，难怪唱了那么多次还会唱到泣不成声。
"
325,"第一次听，真的听出来栀子花的味道，那是她身上的味道；后来听是酸酸的味道，其实是不敢听，遇到开头就掐掉；现在听是淡淡的咖啡的味道，一听，只想到了白衣栀子花阳光，还有回忆淡淡的苦
你好，再见！"
326,世间只有颠倒配，哪有才子配佳人
327,爱情面前低头
328,哈哈。
